36;arms_factory;1870.00;15.30;1893.00;5.73;0
36;arms_factory;1989.00;13.12;2073.00;2.11;0
36;arms_factory;1778.00;11.40;1872.00;4.78;0
36;arms_factory;1867.00;14.60;1905.00;2.61;0
36;arms_factory;2023.00;11.60;1960.00;2.72;0
36;arms_factory;2024.00;15.32;2074.00;0.56;0
36;industrial_complex;1791.00;11.60;1798.00;3.22;0
36;industrial_complex;2086.00;13.40;2036.00;4.78;0
36;industrial_complex;1998.00;11.25;2024.00;1.16;0
36;industrial_complex;2015.00;11.80;1996.00;5.28;0
36;industrial_complex;2089.00;16.58;1908.00;0.21;0
36;industrial_complex;2045.00;12.65;2035.00;3.23;0
36;air_base;2046.00;12.35;2003.00;1.07;0
36;supply_node;1823.00;11.40;1840.00;3.13;0
36;supply_node;2011.00;15.70;1916.00;0.89;0
36;supply_node;2086.00;11.50;1962.00;2.36;0
36;supply_node;1781.00;13.35;1957.00;5.30;0
36;supply_node;1982.00;10.20;1849.00;3.06;0
36;supply_node;1975.00;11.78;2074.00;4.54;0
36;supply_node;2068.00;16.43;1905.00;1.19;0
36;supply_node;1918.00;14.40;1924.00;3.78;0
36;supply_node;1729.00;10.85;1844.00;0.43;0
36;supply_node;2041.00;12.73;2086.00;3.36;0
36;supply_node;2029.00;14.75;1934.00;5.94;0
36;supply_node;1893.00;11.68;2026.00;2.60;0
36;supply_node;2115.00;10.20;1853.00;4.08;0
36;supply_node;2023.00;10.20;1857.00;1.83;0
36;supply_node;1766.00;11.75;1830.00;4.78;0
36;supply_node;1914.00;13.18;1987.00;6.25;0
36;supply_node;2088.00;10.45;1850.00;4.01;0
36;supply_node;2059.00;14.62;2075.00;5.49;0
36;supply_node;1908.00;13.03;1961.00;2.14;0
36;supply_node;2189.00;13.10;2033.00;4.72;0
36;supply_node;2058.00;13.15;2039.00;1.38;0
36;supply_node;2113.00;11.95;2003.00;4.31;0
36;supply_node;2003.00;11.15;2021.00;0.62;0
36;supply_node;1822.00;11.10;1796.00;3.55;0
36;supply_node;2027.00;12.25;2017.00;5.03;0
36;supply_node;2022.00;13.55;2079.00;1.68;0
36;supply_node;2019.00;12.00;2038.00;5.72;0
36;supply_node;1780.00;12.30;1823.00;0.92;0
36;supply_node;1991.00;11.10;2022.00;3.85;0
36;supply_node;1984.00;10.70;2039.00;0.16;0
36;supply_node;1877.00;11.95;1939.00;3.09;0
36;supply_node;1787.00;12.80;1930.00;6.03;0
36;supply_node;2046.00;10.25;1863.00;2.32;0
36;supply_node;2055.00;10.75;1973.00;5.27;0
36;supply_node;2064.00;15.28;1939.00;0.46;0
36;supply_node;2000.00;15.62;1925.00;4.50;0
36;supply_node;2045.00;12.55;2007.00;1.15;0
36;supply_node;1986.00;10.30;2105.00;2.63;0
36;supply_node;2016.00;12.15;1989.00;0.39;0
36;supply_node;2087.00;16.85;1904.00;1.87;0
36;supply_node;1841.00;12.23;1892.00;4.80;0
36;supply_node;1954.00;12.40;1979.00;2.56;0
36;supply_node;1794.00;11.30;1793.00;4.04;0
36;supply_node;1854.00;13.53;1997.00;0.69;0
36;supply_node;2013.00;13.65;1942.00;3.28;0
36;supply_node;1773.00;11.32;1871.00;6.21;0
36;supply_node;1863.00;14.18;1907.00;2.87;0
36;supply_node;2013.00;10.85;2092.00;5.45;0
36;supply_node;2028.00;10.45;1870.00;2.10;0
36;supply_node;1866.00;14.90;1896.00;3.58;0
36;supply_node;2107.00;10.50;1854.00;1.34;0
36;supply_node;2131.00;11.90;1991.00;2.81;0
36;supply_node;2073.00;13.18;2038.00;5.76;0
36;supply_node;1963.00;11.38;2012.00;3.51;0
36;supply_node;1898.00;14.00;1910.00;4.99;0
36;supply_node;1954.00;12.03;2042.00;1.64;0
36;supply_node;1883.00;10.00;1773.00;4.23;0
36;supply_node;1997.00;12.62;1946.00;0.88;0
36;supply_node;2125.00;12.07;1981.00;3.81;0
36;supply_node;1811.00;11.03;1789.00;0.11;0
36;supply_node;2182.00;11.95;2024.00;3.05;0
36;supply_node;2093.00;10.88;1859.00;4.53;0
36;supply_node;2132.00;10.25;1891.00;2.29;0
36;supply_node;2088.00;13.20;2046.00;5.23;0
36;supply_node;2021.00;12.18;1952.00;0.42;0
36;supply_node;1927.00;13.15;1954.00;4.46;0
36;supply_node;1946.00;13.98;1919.00;5.94;0
36;supply_node;1993.00;13.30;2073.00;2.59;0
36;supply_node;2057.00;14.75;2054.00;0.35;0
36;supply_node;2055.00;10.85;1870.00;1.83;0
36;supply_node;1952.00;12.03;1992.00;4.76;0
36;supply_node;1924.00;12.70;2000.00;1.07;0
36;supply_node;1842.00;12.53;1872.00;4.00;0
36;supply_node;1840.00;12.32;1904.00;0.65;0
36;supply_node;1990.00;12.70;1974.00;3.24;0
36;supply_node;1736.00;10.32;1866.00;6.18;0
36;supply_node;1886.00;12.45;2014.00;1.37;0
36;supply_node;2069.00;13.10;2018.00;5.41;0
36;supply_node;2131.00;11.90;2046.00;2.07;0
36;supply_node;1805.00;10.90;1886.00;3.54;0
36;supply_node;2020.00;15.12;1928.00;1.30;0
36;supply_node;1802.00;12.40;1821.00;2.78;0
36;supply_node;2120.00;10.05;1863.00;5.72;0
36;supply_node;2039.00;13.62;2052.00;2.02;0
36;supply_node;1856.00;13.40;1956.00;4.95;0
36;supply_node;1860.00;14.73;1882.00;1.60;0
36;supply_node;2021.00;14.65;2052.00;3.09;0
36;supply_node;1929.00;13.38;1914.00;0.84;0
36;supply_node;1822.00;11.35;1817.00;2.32;0
36;supply_node;1981.00;13.28;1962.00;5.25;0
36;supply_node;1968.00;10.43;2027.00;3.02;0
36;supply_node;2148.00;11.48;2038.00;4.49;0
36;supply_node;2142.00;11.45;2030.00;1.14;0
36;supply_node;2048.00;13.88;1897.00;3.73;0
36;supply_node;1794.00;13.57;1983.00;0.38;0
36;supply_node;2033.00;10.45;1879.00;3.32;0
36;supply_node;1773.00;10.75;1988.00;5.90;0
