0;0;0;0;land;false;unknown;0
1;235;190;78;land;false;mountain;1
2;231;141;254;land;false;urban;1
3;223;226;124;land;true;plains;1
4;226;171;159;land;false;marsh;1
5;125;253;178;land;false;mountain;1
6;107;232;250;land;true;plains;1
7;231;215;76;land;true;plains;1
8;246;110;181;land;false;plains;1
9;233;213;249;land;true;urban;1
10;168;236;177;land;false;hills;1
11;125;249;149;land;false;jungle;1
12;209;191;164;land;true;plains;1
13;178;231;230;land;false;plains;1
14;246;252;77;land;false;plains;1
15;214;189;161;land;false;urban;1
16;153;127;246;land;true;forest;1
17;199;215;131;land;false;plains;1
18;208;233;254;land;true;marsh;1
19;163;144;197;land;false;hills;1
20;108;243;185;land;false;plains;1
21;174;242;214;land;false;hills;1
22;160;253;179;land;false;forest;1
23;225;56;238;land;false;plains;1
24;151;187;193;land;false;plains;1
25;75;192;247;land;true;plains;1
26;208;206;187;land;false;plains;1
27;237;59;253;land;false;hills;1
28;173;246;170;land;true;mountain;1
29;163;204;205;land;true;urban;1
30;245;216;130;land;false;hills;1
31;109;253;203;land;false;forest;1
32;221;66;239;land;false;mountain;1
33;229;221;103;land;false;plains;1
34;234;162;156;land;false;forest;1
35;160;205;237;land;true;plains;1
36;31;223;250;land;false;urban;1
37;250;156;223;land;false;mountain;1
38;232;221;166;land;false;hills;1
39;90;179;241;land;false;jungle;1
40;222;251;52;land;true;hills;1
41;147;197;211;land;false;mountain;1
42;172;245;182;land;false;mountain;1
43;160;134;228;land;false;plains;1
44;197;215;165;land;true;urban;1
45;191;204;190;land;false;plains;1
46;203;230;162;land;false;urban;1
47;98;247;177;land;false;plains;1
48;87;253;190;land;false;plains;1
49;138;152;224;land;false;jungle;1
50;81;253;169;land;false;forest;1
51;153;252;111;land;false;mountain;1
52;246;44;218;land;false;urban;1
53;199;251;116;land;false;jungle;1
54;242;205;212;land;false;plains;1
55;143;199;186;land;false;plains;1
56;210;154;234;land;false;mountain;1
57;189;159;228;land;false;forest;1
58;87;244;239;land;false;hills;1
59;214;222;169;land;false;jungle;1
60;230;84;192;land;false;plains;1
61;253;125;164;land;false;forest;1
62;138;226;146;land;true;urban;1
63;157;220;251;land;false;plains;1
64;247;136;189;land;false;hills;1
65;100;206;208;land;false;plains;1
66;195;109;220;land;false;forest;1
67;103;198;243;land;false;jungle;1
68;211;78;241;land;false;forest;1
69;77;221;231;land;true;forest;1
70;163;253;244;land;false;forest;1
71;248;189;66;land;false;plains;1
72;123;216;202;land;true;urban;1
73;215;200;248;land;false;plains;1
74;101;243;245;land;false;forest;1
75;209;247;210;land;false;jungle;1
76;117;252;252;land;false;jungle;1
77;206;251;210;land;false;forest;1
78;183;144;231;land;false;desert;1
79;26;235;246;land;false;plains;1
80;243;129;249;land;false;plains;1
81;184;138;179;land;false;jungle;1
82;172;231;210;land;false;mountain;1
83;149;184;208;land;false;plains;1
84;154;220;211;land;false;plains;1
85;239;174;210;land;false;plains;1
86;181;193;184;land;false;plains;1
87;208;174;194;land;false;hills;1
88;244;220;41;land;false;plains;1
89;209;254;125;land;false;plains;1
90;245;120;253;land;true;jungle;1
91;197;190;219;land;false;plains;1
92;195;169;195;land;true;plains;1
93;194;176;192;land;false;mountain;1
94;213;207;112;land;true;jungle;1
95;246;178;242;land;false;forest;1
96;245;127;227;land;false;mountain;1
97;216;97;204;land;false;plains;1
98;220;92;192;land;false;hills;1
99;252;242;181;land;false;hills;1
100;193;201;240;land;false;urban;1
101;163;214;224;land;false;plains;1
102;166;243;170;land;false;plains;1
103;244;224;138;land;false;plains;1
104;137;242;234;land;true;urban;1
105;210;201;177;land;false;plains;1
106;223;233;176;land;false;mountain;1
107;233;74;223;land;false;mountain;1
108;195;163;208;land;false;forest;1
109;186;205;125;land;false;plains;1
110;223;194;221;land;false;mountain;1
111;168;242;158;land;false;mountain;1
112;240;109;183;land;false;hills;1
113;172;184;226;land;false;forest;1
114;226;125;235;land;true;plains;1
115;244;154;114;land;false;hills;1
116;97;221;230;land;false;hills;1
117;250;236;234;land;true;plains;1
118;96;231;224;land;false;forest;1
119;204;108;209;land;false;hills;1
120;217;228;212;land;false;plains;1
121;127;171;237;land;false;plains;1
122;218;194;254;land;false;desert;1
123;237;237;93;land;false;forest;1
124;217;176;126;land;false;plains;1
125;224;241;230;land;false;plains;1
126;201;249;110;land;false;plains;1
127;170;233;228;land;true;urban;1
128;135;227;225;land;true;plains;1
129;242;201;75;land;false;plains;1
130;47;236;231;land;false;jungle;1
131;199;236;173;land;true;plains;1
132;112;249;228;land;false;mountain;1
133;235;190;236;land;false;jungle;1
134;139;227;179;land;false;plains;1
135;156;235;187;land;true;plains;1
136;236;179;104;land;false;hills;1
137;230;171;229;land;false;forest;1
138;213;244;123;land;false;plains;1
139;240;247;133;land;false;mountain;1
140;227;69;249;land;false;plains;1
141;208;144;216;land;false;jungle;1
142;174;183;167;land;true;plains;1
143;216;165;125;land;true;marsh;1
144;202;154;154;land;false;forest;1
145;195;203;146;land;false;plains;1
146;194;89;232;land;false;forest;1
147;170;233;214;land;false;plains;1
148;233;195;152;land;false;mountain;1
149;112;232;242;land;false;plains;1
150;175;105;254;land;false;jungle;1
151;138;216;150;land;false;plains;1
152;181;154;168;land;false;hills;1
153;218;250;76;land;false;forest;1
154;190;188;123;land;true;forest;1
155;242;102;181;land;true;urban;1
156;178;230;129;land;false;plains;1
157;225;113;239;land;true;plains;1
158;156;228;245;land;false;jungle;1
159;222;177;179;land;false;plains;1
160;232;176;213;land;true;plains;1
161;234;63;247;land;false;hills;1
162;220;89;224;land;false;hills;1
163;252;71;192;land;false;hills;1
164;198;70;249;land;false;plains;1
165;173;245;184;land;false;hills;1
166;197;243;222;land;false;mountain;1
167;220;210;138;land;false;forest;1
168;223;226;170;land;false;mountain;1
169;152;202;161;land;true;plains;1
170;234;199;122;land;false;mountain;1
171;181;121;210;land;false;forest;1
172;245;95;232;land;false;forest;1
173;203;245;66;land;true;urban;1
174;169;196;177;land;false;mountain;1
175;241;175;125;land;false;plains;1
176;146;136;245;land;false;plains;1
177;165;216;200;land;false;mountain;1
178;202;236;118;land;false;plains;1
179;229;229;201;land;false;plains;1
180;202;81;241;land;true;marsh;1
181;162;236;219;land;true;urban;1
182;194;251;217;land;false;mountain;1
183;154;172;206;land;true;plains;1
184;146;204;171;land;false;mountain;1
185;142;161;217;land;false;plains;1
186;158;214;224;land;true;plains;1
187;199;190;140;land;false;hills;1
188;141;184;251;land;false;forest;1
189;218;97;231;land;false;mountain;1
190;150;218;243;land;false;forest;1
191;116;230;210;land;false;mountain;1
192;171;230;168;land;false;plains;1
193;232;107;220;land;false;mountain;1
194;221;37;243;land;false;jungle;1
195;178;197;144;land;false;plains;1
196;169;236;250;land;true;plains;1
197;226;254;190;land;true;forest;1
198;135;142;247;land;true;plains;1
199;225;238;221;land;false;plains;1
200;230;207;169;land;false;plains;1
201;213;90;235;land;true;urban;1
202;109;194;210;land;false;plains;1
203;214;215;95;land;false;hills;1
204;254;170;199;land;false;mountain;1
205;133;208;184;land;false;plains;1
206;242;69;191;land;false;hills;1
207;86;188;252;land;false;mountain;1
208;219;116;186;land;false;mountain;1
209;245;218;85;land;true;forest;1
210;244;182;159;land;false;hills;1
211;252;87;201;land;false;plains;1
212;226;115;165;land;false;forest;1
213;210;121;218;land;true;urban;1
214;225;249;48;land;false;plains;1
215;238;247;215;land;true;urban;1
216;218;198;121;land;false;jungle;1
217;243;179;101;land;false;plains;1
218;212;161;151;land;true;forest;1
219;185;236;80;land;false;marsh;1
220;169;216;179;land;false;desert;1
221;222;153;147;land;false;forest;1
222;186;149;201;land;false;forest;1
223;168;201;200;land;false;forest;1
224;210;194;143;land;false;plains;1
225;245;178;186;land;true;plains;1
226;233;175;180;land;true;plains;1
227;144;144;214;land;false;urban;1
228;154;196;187;land;false;forest;1
229;247;60;248;land;false;plains;1
230;194;227;81;land;false;plains;1
231;215;202;86;land;false;desert;1
232;125;202;197;land;false;forest;1
233;218;194;168;land;true;plains;1
234;193;230;231;land;true;plains;1
235;183;224;152;land;true;urban;1
236;235;239;44;land;true;marsh;1
237;217;178;114;land;false;hills;1
238;210;163;151;land;false;plains;1
239;150;182;186;land;false;forest;1
240;243;193;187;land;false;marsh;1
241;179;161;193;land;false;plains;1
242;223;130;208;land;false;mountain;1
243;159;248;250;land;true;urban;1
244;190;132;225;land;true;plains;1
245;214;102;232;land;true;plains;1
246;249;85;199;land;true;forest;1
247;191;172;236;land;true;forest;1
248;169;174;249;land;false;plains;1
249;227;127;207;land;false;hills;1
250;162;250;183;land;false;plains;1
251;253;187;251;land;true;plains;1
252;240;200;168;land;true;urban;1
